,Crime ID,Month,LSOA code,Crime type,Ward
3104,34f893459614b20d6dde298b696b9519808d35110b9804ad3374a44a587e17ed,2012-12,E01000163,Burglary,Coppetts
3105,451f2df872ce04cfc6125948bd5095251420367f005d5a98ffecad8b53d88e31,2012-12,E01000163,Burglary,Coppetts
3115,91571858389c3247f7ac58770b7925305ae8c9bf4126ebb434baf9e6d61e41d3,2012-12,E01000164,Burglary,Coppetts
3116,a575d0c4d6c273eeca9e545a956e1c37b7eef0759df9f3c8210da955405abbb1,2012-12,E01000164,Burglary,Coppetts
3117,d5764cb3881dbf06aab045eb25e2628f1e4ec418924705679744e9f27f7efa4a,2012-12,E01000164,Burglary,Coppetts
3118,62ae28889a584178b85da55a3405ed04c6c63cfc0ee6c9c837ea37c356e58c23,2012-12,E01000164,Burglary,Coppetts
3170,ea508a1d0f45add4089322bcbe029af8ae7f2b1e5227bfde2d8051813e344695,2012-12,E01000315,Burglary,Woodhouse
3171,fbe726f26b424062be73c95918c55c424df766e91894c14831dd28984fe7e07a,2012-12,E01000315,Burglary,Woodhouse
3172,ca7487b462f2f0f0ac3d8fc9649068fbd2ace37c7bc0adfb3962274dbb292f85,2012-12,E01000315,Burglary,Woodhouse
3178,285bcaf19d26c9f513159e16759dc60c0bc896e66926179805573cfb784c9417,2012-12,E01000197,Burglary,Finchley Church End
3202,79a95417e04e5891154fccf74089dae9d39c10075f7e4b510679d306c9d9a16c,2012-12,E01000296,Burglary,West Finchley
3203,50a90ed2096597e356fffb39b32324e71e55f9b3786a788678f8f3b00715d67f,2012-12,E01000296,Burglary,West Finchley
3263,ea0afb44bb6726237cfb28f49ab88ce381c3e18f33fcb97af2fbbf1596a24816,2012-12,E01000128,Burglary,Burnt Oak
3264,0c52eb21d811949ef90e09cb99adae1e13df98f7d982a5b08f5d3e0808d323c5,2012-12,E01000128,Burglary,Burnt Oak
3283,b8e458bb1c13dad9d54e0031764a6f82f2d1dc6783d9312834ffb684b00020e2,2012-12,E01000129,Burglary,Burnt Oak
3284,46945ba7c60a1bca2f3b2575aac8b30280a21e52f3ddb4b9ebff8f064b017e40,2012-12,E01000129,Burglary,Burnt Oak
3301,11b336c39ad53cb28ae1cc06f69732d56b47e7566674e2bc671066d64da2fe60,2012-12,E01000131,Burglary,Burnt Oak
3302,72c4c9958f86b5c14c8caef199eca33f9d22d09c275834c137c0c961ae597da5,2012-12,E01000131,Burglary,Burnt Oak
3309,be2560c773a54c1e69ac8f45e4c4a5c9dd6674c758f47fb4bb0e7e4e8b2b1c71,2012-12,E01000134,Burglary,Burnt Oak
3318,5fefe0ed2876afd1a5dca1eada7a46c5395f941105dbe5b06f13ef34d88859fe,2012-12,E01000198,Burglary,Finchley Church End
3327,f035223931dc4359f4f7690dd5b5e44fe23b292c8892d54a0efe6362384f9f8b,2012-12,E01000199,Burglary,Finchley Church End
3332,0d3c2f63263e78d222be72604c11607d508b8820c5216bdafe0cfe7277d5b9de,2012-12,E01000204,Burglary,Finchley Church End
3339,1208b7ca553d37cc9780ef860affd1b59e2d62b98bd363315c15a1bbaf822aa9,2012-12,E01000259,Burglary,Mill Hill
3340,29807302175adb7fedcec432f19d6946c28c72464469b1066f668a9091025033,2012-12,E01000259,Burglary,Mill Hill
3341,e0855e308c5149862be83f4598d61be4614d62fc8e4768f6fac5680e76d3bcf9,2012-12,E01000259,Burglary,Mill Hill
3367,6733621bdce29d931428bb3987e04647d70811fb604cafeb6c6137816ff145f5,2012-12,E01000126,Burglary,Burnt Oak
3401,19dbefcfa8e5eaad43e218e0d0dcda4bd659ea74830d5bc64be358f4ccbab3b9,2012-12,E01000153,Burglary,Colindale
3411,a10b6fea1de18ff8e9abcca3e084b0eb7087daa4750bcd0d34ba7419fddc7062,2012-12,E01000154,Burglary,Colindale
3422,bd09805491b26a26216241e42d7fbf47d1c00f87525371d2d2ec59448d8b514f,2012-12,E01000176,Burglary,East Finchley
3447,7fcf94c40e09ca5913bac4ee763df8587b8add33ac51e3ec03e9690fae280504,2012-12,E01000297,Burglary,West Finchley
3460,3a4ba6eef46e6262286bc646e7cc25cc1890f16b088d9b48657c43e1670eadd9,2012-12,E01000316,Burglary,Woodhouse
3461,d0568bf4ac899dfc8911c4b1196b74a342a0ce3a65b7a61d23c8ea97cba63127,2012-12,E01000316,Burglary,Woodhouse
3462,483746bcec45e063fb1781ba8630cac00803c1fe779e7b58a98f4b30c7ae8a55,2012-12,E01000316,Burglary,Woodhouse
3496,d60a352f7af52a8894bffab3b8fc789135a18d97311d45721e722d705caf33c8,2012-12,E01000319,Burglary,Woodhouse
3523,129f9a80355acc369d133abd74a213ab6e12a16b1603530ab5fc8b521a24a308,2012-12,E01000200,Burglary,Finchley Church End
3529,e0794c63e609b4e50c713292d5e77142e7cc11636e47358379440df725400287,2012-12,E01000201,Burglary,Finchley Church End
3552,19c41c177402338b2798e629b419baca2673772d1567a7015eedfc02fb0ebf3f,2012-12,E01000203,Burglary,Finchley Church End
3562,3640779f87fa4eb40e894ed0fb5bf4485688b01bb0f4f64ee12d11b68fb47769,2012-12,E01000177,Burglary,East Finchley
3563,34803d5c630cfa662694cd5c291b1080d1eae2c0b613a73703fdf474d0e77d4c,2012-12,E01000177,Burglary,East Finchley
3568,5f23baca10d0a7443b5b49eeb19e62a80ca93caf7bb2500cdc9259b1915d4a12,2012-12,E01000179,Burglary,East Finchley
3573,96d673c5467033c3cd2e6a112f4bf2a9e70b8eec3ac85ec439efb1fbebb56623,2012-12,E01000180,Burglary,East Finchley
3580,9f9babb6c95419f4759738ceedde25a312c86b2f3411b9d492ebd4894e35f432,2012-12,E01000181,Burglary,East Finchley
3581,16dbd33148de16f6ca8cdfead504ce39b10b2d6087759aaa416ec01f2556ae4e,2012-12,E01000181,Burglary,East Finchley
3590,957cff3bd474e3ff96449184c9952a110d6e09268154cfc22967b3f12201397f,2012-12,E01000182,Burglary,East Finchley
3602,fed1c1275098b79cd8f6375c3cb4fd0bd8cdfc45d542ee56331fd95c0f3ef38a,2012-12,E01000147,Burglary,Colindale
3603,7db3e105bb82be65e83bcedfaa580b5fe498006cc484adf91207a14a6ce09006,2012-12,E01000147,Burglary,Colindale
3643,d25acf6ac2e112d87923016afe8a026c208065f300ea16e1259730bd636568c3,2012-12,E01033572,Burglary,Colindale
3644,7fa6220781bac1557f53dc24a46db29de03340a6ad35e66ff82813050693c605,2012-12,E01033572,Burglary,Colindale
3645,cfcfa470950439abff4647576f699732ba45c1327dfe0cbcfbd3102e7423cf50,2012-12,E01033572,Burglary,Colindale
3665,b4a3c5305eeb58c3398388a4718ad9e6d06184515acf92ed9957c0d6673cb93d,2012-12,E01033573,Burglary,Colindale
3691,5d2441350ab223d4ae89353be79493b271f3630a315921b6c2bd38352a1bd219,2012-12,E01000239,Burglary,Hendon
3692,b7f025d0e1bd9da29c3000ff257151ed69a4383b1475c969e254579a7c9d57b3,2012-12,E01000239,Burglary,Hendon
3710,8db581a52ba39e316b5f42967e13361a74ed80d7dcf48342cfa01dcdb8f25206,2012-12,E01000240,Burglary,Hendon
3711,4a0d74695f65731e52b857e9e154a82e0e6bd23f56538a3dede390722b432c9e,2012-12,E01000240,Burglary,Hendon
3712,5a228d1408b817329269ec0cb97daa154527ff2907d276961dc615d1526c71a3,2012-12,E01000240,Burglary,Hendon
3713,7f8bd930e6864ea5c21c6d792c9cfa2628e51f95e58985c099826a77df753338,2012-12,E01000240,Burglary,Hendon
3714,a0f714b607cbaaa4f6a2a251f8d0c427d50e1947c4718ab1188f7861af7f8bb4,2012-12,E01000240,Burglary,Hendon
3721,7ef55350310effbb5131dea0868ba9bc8ad3f599228a529bde34593392e9b44a,2012-12,E01000241,Burglary,Hendon
3727,ab143a1d0628e0dfabc1b7a33698215271d6773ecbc22391cd88f6d4d919f6be,2012-12,E01000309,Burglary,West Hendon
3746,ec9289436a050ba7015680917d8c21ae7c3f3a9a9ec0590c42a260f60ed80bda,2012-12,E01000237,Burglary,Hendon
3747,806a6b076d83de03e8aeeaa8eda54f3c342a61385a77191ef9f1ba3fb0a1f9b7,2012-12,E01000237,Burglary,Hendon
3774,f6e54068b52f22cf6cc47f5a59e56738365921c7163f5662f91d1fa500db4ea7,2012-12,E01000242,Burglary,Hendon
3791,b439470d730fac33d5c3ec186ab298122f602783d5c7857ccc5192792781d1e1,2012-12,E01000243,Burglary,Hendon
3792,bad50dcde7b209a51a7914addbb5fda81defc5f339cf5724791056c0e2ba0404,2012-12,E01000243,Burglary,Hendon
3816,ae066e12c24e4cefd95d8970e6bb1250d0d7539c2f7ab6a9f8f820a2c5d6ddb3,2012-12,E01000244,Burglary,Hendon
3817,e5d600735e522e859bce1167143fac0f363d99ce2ee49a1935e6439decb68ceb,2012-12,E01000244,Burglary,Hendon
3818,da2917f8f5741020afe74cec8d022fb2e93d0eed1de7c28469ebe934bc4d0bbd,2012-12,E01000244,Burglary,Hendon
3819,54206cb94ca67f2ccab48f5daea571d2b9157d61b8658900852016d17411cd86,2012-12,E01000244,Burglary,Hendon
3820,810449533ef005d08e9d6dbd87ad6f8cab3bb5cfaafe760091d80c2dc485993c,2012-12,E01000244,Burglary,Hendon
3821,48e9aec196450b66edbb5f043b9bc4ca03a889e176165443c5cfd726a3eeb6d6,2012-12,E01000244,Burglary,Hendon
3822,2230fc5e671110f15659e6f8bf7ef6e48de74e2d47bfbd54e3ee84a65dc37457,2012-12,E01000244,Burglary,Hendon
3837,e59429fc936d81a0da79d2f41627d0ae8faff2773f6dbd0ed12ab456e76a28aa,2012-12,E01000245,Burglary,Hendon
3838,567eb9338de76a030e01828218a53fce2415fdcf60aaa98f53b0e575f6093431,2012-12,E01000245,Burglary,Hendon
3863,455956b7a467f62b04323399fe1c5b587445485da5af57486e773fff6ecdeb25,2012-12,E01000314,Burglary,West Hendon
3864,15f5f3e504299b32d5d12067319e5c3e774e786ffbc2c4c254896df2207b059d,2012-12,E01000314,Burglary,West Hendon
3890,91a9c621a9e726675432c9127a643fbfafab56254b90fe31905a6004e54a35e3,2012-12,E01000183,Burglary,East Finchley
3901,935e907ab4e34a65368828309512c91ba8e2f40bc5d1cc067cd98b4fe2e15a52,2012-12,E01000206,Burglary,Garden Suburb
3913,b0b2d5883fac31ab38f1871400a526e6efc713c3d399fe7b20cb249b354985e6,2012-12,E01000207,Burglary,Garden Suburb
3922,304285ffceb37949374eb8b9786a13d94df06238072d6ea5bc89216a38e31532,2012-12,E01000208,Burglary,Garden Suburb
3923,1e539fdb217a7f4c921a832893ce654b13bf1c117eb10534a39af42e964b4565,2012-12,E01000208,Burglary,Garden Suburb
3932,0fcee378adcc22b0abac3cdbc47de528673ea6429beda3e720e8f596896a0283,2012-12,E01000210,Burglary,Garden Suburb
3933,735669700678d8693f03d934f9e9b5fd78ffb8fd59603c5f2b880d80a0cc9cea,2012-12,E01000210,Burglary,Garden Suburb
3934,aad68ef4fe54ee7925b2070fd2306598226b1a3b3dd61a8059c051938fdd18e7,2012-12,E01000210,Burglary,Garden Suburb
3944,6fffb907d4f7429dcbc6b781d1e8cf676653da24540cdd2caccb186aea579cf8,2012-12,E01000213,Burglary,Garden Suburb
3950,925ecfd143f2bf0596cd0a3c182ed6223bbd771e60bffcef6afd6a607cff3d73,2012-12,E01000236,Burglary,Hendon
3951,4825c040b6b0df129ff15f85618251e61f2b4126971d68beef1dd248af4e6113,2012-12,E01000236,Burglary,Hendon
3962,438c7e60c9b9d903907ac7bf0f7626857d9aa24d9b7c42b4ab4d30d931f1f026,2012-12,E01000238,Burglary,Hendon
3968,db54597e4b89f994edd4d6508de4d73f4563c120c72fef2c4b87af1b75b8ba42,2012-12,E01000310,Burglary,West Hendon
3969,4b23210fdb3f3f2aca08de51606fa7c115820308abf6e662005e52d1557889c0,2012-12,E01000310,Burglary,West Hendon
3978,254eff8cce13ef31eddc7cdd22ae6908eb0706b1b8b277d47215a1e65ba3cd0c,2012-12,E01000311,Burglary,West Hendon
3979,7ac6c871488c6bc0429af46d3bd2d399c6af8a6de5b608c0296edddc07a8e108,2012-12,E01000311,Burglary,West Hendon
3980,c8b3ca3989d30298f83d07b8fc8f7ea0173ea94701b68f09dee6dad29d7a1c28,2012-12,E01000311,Burglary,West Hendon
3990,e817ecd1a8a078fefe872d306b229df524572b4148b1e229a284d9834bd05faa,2012-12,E01000205,Burglary,Garden Suburb
3991,598e4cddde9f718697b28634ec8fa07e3bd32b90a80e658caa0d95b6710572ae,2012-12,E01000205,Burglary,Garden Suburb
3992,a514aa4deb27a6fe582fb2646ae2df3335c8389308a8fd6ac39afa94c4b3bfae,2012-12,E01000205,Burglary,Garden Suburb
3993,defea06fc1cbba873b63c471977715306fed15071ee119175dead8f6f72156b4,2012-12,E01000205,Burglary,Garden Suburb
3994,e509b283fb7b676160ae9239e7ccae9d4205ff1bda119fb425e4fc5a8914b8e8,2012-12,E01000205,Burglary,Garden Suburb
4005,e06216b7c528904854eb657d0d361b9ac40635f5733260b7562ef7f7345f4eba,2012-12,E01000209,Burglary,Garden Suburb
4006,f606ce1c080320941ba43c92e7c12ac239fc5ac9ac9c0bb29b57e1c5459a1343,2012-12,E01000209,Burglary,Garden Suburb
4007,51511ace798bbe57da5267c3946d62118762589507854ecde5965dd26deeba9c,2012-12,E01000209,Burglary,Garden Suburb
4013,e5debd64ca738d41ded65e9ef23fdfa472915aae05f14a5deff09402aa704e91,2012-12,E01000211,Burglary,Garden Suburb
4014,7d7a3b5a5e83d5ccef4cca561ee17bfb9596511a769d9a42f2407e63ffb390e6,2012-12,E01000211,Burglary,Garden Suburb
4044,2a0e1e44d17e5a64fcbb6159fb901df8d6cf11fbd16eff576efcec80d0ac5dd2,2012-12,E01000212,Burglary,Garden Suburb
4045,ee496f9a23f0c703317a87077458047972b2387002e637e0500d9b7800a454a4,2012-12,E01000212,Burglary,Garden Suburb
4046,ab2758c6762569e66af4f6210a6681ce84844601f2b9dae26d1c50b5c0c76235,2012-12,E01000212,Burglary,Garden Suburb
4047,ffe8d64fd99a6a8ed063872957e7c22cbcc69be05d16fc36eb2a2c1ba0c03fc5,2012-12,E01000212,Burglary,Garden Suburb
4048,b3cfc8cfa10fca52653c61bd3f2dccc2d7393ffb6919c163b7461ad504d42799,2012-12,E01000212,Burglary,Garden Suburb
4054,5f268f7a59bb944b5a9b9a738d67ed846b5b155060f4c1f2f9f03a88d20462a4,2012-12,E01000216,Burglary,Golders Green
4055,a98996cf8da2977c608a81ff0c888d7e699d99998baee637d3ca4b28933378de,2012-12,E01000216,Burglary,Golders Green
4064,5a3a687542a2b9b669b57aa37a934310a21be6afe2528b6bc5e33bfdb5d26dfb,2012-12,E01000217,Burglary,Golders Green
4065,f1775653b2f3f4b47b7df193bcab72fe0bcc6892ce55477a24ef2a9429999e4f,2012-12,E01000217,Burglary,Golders Green
4066,ed3ce125f6821493886757cdcf15aaf23bcedd8312867701f1c94734c3216ff3,2012-12,E01000217,Burglary,Golders Green
4078,b63f642d11b7ff7896248487bdca42b970a8c207320094f4216dc2b3641d1667,2012-12,E01000150,Burglary,Colindale
4079,b248715abfac8dfdb65c37ab40f4f76ba4ff98601c0c303a39246b5814ed471a,2012-12,E01000150,Burglary,Colindale
4080,81b72b8151c883ac19c02726a7e0f33e104348cb87599d49205168b503780be7,2012-12,E01000150,Burglary,Colindale
4081,9cd9409f5fa5f73a69aee2c4231edab32b4cf1511039004994cbf9aa2e6914f7,2012-12,E01000150,Burglary,Colindale
4099,4c4b0ce8b1e6a241a50e63292d653d1c8cbbc837bee0c34f20776ea9586d7545,2012-12,E01000305,Burglary,West Hendon
4115,063436f30557fecf8f606fc2a6566750857e0f9da7c1ff7422b4bf80646ddcf3,2012-12,E01000308,Burglary,West Hendon
4116,d263ecd0e1835ad0b11ab02b254724f69225e649cd116d21cacc3fef72c68be0,2012-12,E01000308,Burglary,West Hendon
4132,abaa6c8b1dd9fb49fd76b79bb3d2915338abd03914645565e54f84b996a2d0ad,2012-12,E01000313,Burglary,West Hendon
4142,2323c6efe4995d54f6008995c29410cf614e88939c55c0abda5e2f0676c27701,2012-12,E01000145,Burglary,Childs Hill
4143,4037c3bbbb89c92ec0dd01901588abd15f1d6c755f12d772264ea7b4a804cb25,2012-12,E01000145,Burglary,Childs Hill
4161,dfc8fe14d1095a50639ab0ff888e81fad575882104dcc8c812820d6d9291ac73,2012-12,E01000218,Burglary,Golders Green
4162,1233f6d1c71f600177e24cfdd086e99ed196cd24bfc167eb7f49179923644503,2012-12,E01000218,Burglary,Golders Green
4168,a6a6ec187ffa22f077c866a677da3ff528e27027f540da6c76c7aceb203c1b04,2012-12,E01000219,Burglary,Golders Green
4169,19424cc91a3dd3e56a82b6860a07ee27e1ff51b0a901d55b41eda40b2fb95790,2012-12,E01000219,Burglary,Golders Green
4170,d93ebe9622b0e82bbf782b60e49c3e0c8418c1e9f0a23178df5694377ea551d0,2012-12,E01000219,Burglary,Golders Green
4171,16d2875cd27e2810498adb6e348ad038fe351da50dedd0d71998af533b4e8122,2012-12,E01000219,Burglary,Golders Green
4172,16d2875cd27e2810498adb6e348ad038fe351da50dedd0d71998af533b4e8122,2012-12,E01000219,Burglary,Golders Green
4173,16d2875cd27e2810498adb6e348ad038fe351da50dedd0d71998af533b4e8122,2012-12,E01000219,Burglary,Golders Green
4174,16d2875cd27e2810498adb6e348ad038fe351da50dedd0d71998af533b4e8122,2012-12,E01000219,Burglary,Golders Green
4197,30172dc2d2087f0b45f082e62b3d1ab561c8e1c1f2c7b47b577eee5e17a2bac5,2012-12,E01000220,Burglary,Golders Green
4203,20bb11edd3a727096fb03108d92155901ce09a92ac4e016c8e65922ecc79ab7a,2012-12,E01000225,Burglary,Golders Green
4235,5109f101ab1b0b0bffc3208d33e12a63b6665a86ac6b82d04e98c950f446e355,2012-12,E01000144,Burglary,Childs Hill
4236,9cc6abb9c585ef7d6570653fc80d4ba7439e37235d39f7c4edb5f6b606a9368f,2012-12,E01000144,Burglary,Childs Hill
4251,10bc8f94fd6b949f3f982ae20232c42997b4343b7bc234dfb2df3fc1aef18503,2012-12,E01000146,Burglary,Childs Hill
4252,c55b6c5c85c7bb0dba5f0a39e68314ac410eaf6052b9bef36a54e9427e6e31ee,2012-12,E01000146,Burglary,Childs Hill
4302,85e098c2fac899d95488d320716b87b0317c28b3e1111e692bcc15646e3d5f43,2012-12,E01000214,Burglary,Garden Suburb
4323,f3ca970a9ccb0fd2fbd79deb9c1041bb84233434b7b3a740a3521d056af14248,2012-12,E01000141,Burglary,Childs Hill
4324,d437ab087c4f0b45cc88fb3a6383d1b0fb17defd8490e3c988f2e0626887fa90,2012-12,E01000141,Burglary,Childs Hill
4325,4b401b58b3f3950d4cc7f786f23872bbeb2b58eec54378463a80be9e6134cb6c,2012-12,E01000141,Burglary,Childs Hill
4363,bdb1efd532ca8d7303df307d193164efc574f16b4775f4533f81a0c245db31ce,2012-12,E01000221,Burglary,Golders Green
4364,3577d06dbf84e5191692f644321a8c403fb5aad50898d049299dec8735536663,2012-12,E01000221,Burglary,Golders Green
4390,df0c4aeee3a4c6339e81d4ba8b7d92c3c2045ac631a22754ff1959988765140b,2012-12,E01000223,Burglary,Golders Green
4391,0f9a59ca52fe88bdb0e6f1c3a0c14c67174dfb6c12405d6d40c8d632fc4284b4,2012-12,E01000223,Burglary,Golders Green
4422,574d29ad8e34175205e355cf693a2c50409db141e44cd2ef1fc860fccad02388,2012-12,E01000307,Burglary,West Hendon
4423,b4d5de15a50de1cd65879e7a09c7f108c7b74e1ba5d60ab8322c9b101911bc1b,2012-12,E01000307,Burglary,West Hendon
4501,ad42ccffb6a20482d4607a2d03035be446aced13a13b7bff32efeff082530ba7,2012-12,E01000138,Burglary,Childs Hill
4511,be4a617b12cc4555b4163b812080cdd57784d99680b21daea35a352bb2cebf71,2012-12,E01000142,Burglary,Childs Hill
4512,94711cc933b96bfa639eca4405cfcb950039687b7fb0870089e79f1c87a72946,2012-12,E01000142,Burglary,Childs Hill
4513,6c64bae023695139626b0053118783f6311a7bdb15efd1b4d6545075d6850803,2012-12,E01000142,Burglary,Childs Hill
4527,4559637301a915f1aab71137661ee9c2a17f31702170f332389c4e56e4f91269,2012-12,E01000222,Burglary,Golders Green
4532,38ac175d0316a9603a527d6272d234ec2c8fea02b85478fc5259bce3c906bf5f,2012-12,E01000224,Burglary,Golders Green
4533,93023ceca27f40e9d58b7511c8f19b75944410074c6c3add77a06c0137e03cdf,2012-12,E01000224,Burglary,Golders Green
4534,d1dd4f28d24edfeb493cfb79793f90ee3b2e2da5fe1478a9baf5cafba172b358,2012-12,E01000224,Burglary,Golders Green
4541,e80b11f6d0f92626353b94ecc54f7595eb51bc5629148384be2f9ff75c4e4fda,2012-12,E01000137,Burglary,Childs Hill
4542,96c826c6e4f3e750b04bb5430949b0cf8b979760984a8300ff927f940f226612,2012-12,E01000137,Burglary,Childs Hill
4543,175fd8929cec5f4692ade26670957781ba8044700b2f162b78db4cd1df62c853,2012-12,E01000137,Burglary,Childs Hill
4547,36320104880fb38abdf9bdba12dd8e2626c974c9c28899f06e5d50bf56d5469b,2012-12,E01000139,Burglary,Childs Hill
4548,693b24c26fd108596b1dde6b3d39c8ec85c4085592a4eefaf6239bc418c0a5ce,2012-12,E01000139,Burglary,Childs Hill
4549,59a6835939551f3f62a8fab1440d6107a8d0871d45e644f3687843991b465b32,2012-12,E01000139,Burglary,Childs Hill
4550,af45805ea92e0debf77377d445ff4f88ddf162994d506d96fe51d4977bec01eb,2012-12,E01000139,Burglary,Childs Hill
4574,07ae5579965090598969eba5aa7072e297bb33fb1c01f7214bc74b35a2829738,2012-12,E01000143,Burglary,Childs Hill
4575,07ae5579965090598969eba5aa7072e297bb33fb1c01f7214bc74b35a2829738,2012-12,E01000143,Burglary,Childs Hill
4576,07ae5579965090598969eba5aa7072e297bb33fb1c01f7214bc74b35a2829738,2012-12,E01000143,Burglary,Childs Hill
4577,07ae5579965090598969eba5aa7072e297bb33fb1c01f7214bc74b35a2829738,2012-12,E01000143,Burglary,Childs Hill
4578,4a912e7d3f9f8eb2ed10425e4c03c429cebffe290b4d05de1c8f2adb6982f41a,2012-12,E01000143,Burglary,Childs Hill
2063,277ebe48db44f41b9be3df5fcdc607737158a2c04430c7ec7486c8cc6a90cf10,2013-01,E01000248,Burglary,High Barnet
2064,78a373a3d7b2899338adbbf004bcc86fcbb8884a0a7e8173cd397b8a26d90f1a,2013-01,E01000248,Burglary,High Barnet
2089,33e303f752c50fa3ba3c3001e9ef5e0d0804d002d2251a23aefe03826f062b7e,2013-01,E01000250,Burglary,High Barnet
2090,2621c22054606ece6e3e7b95b1e3aa92637ba7f8e1b3ce445c964c8f8b7baa4f,2013-01,E01000250,Burglary,High Barnet
2091,880f18871adf154ad738eca19c5e0753c3e882fc6965650ac7103b66f157e667,2013-01,E01000250,Burglary,High Barnet
2115,b4c9e708725a9781a13eb63b2333e8918970083401ad839300771a8ab0e383bd,2013-01,E01000254,Burglary,High Barnet
2116,ab211554f6fed3d79317bd2f141c8fc34cd1891533c84c3a865acb8c56f9175f,2013-01,E01000254,Burglary,High Barnet
2120,a0749796459aec7591c68d9b8e59533a396d7ffca18adb619c40c641d345d1af,2013-01,E01000292,Burglary,Underhill
2131,87e95c1a368f98236ef71c716836ea64967c831b82b5124eb78792f5c3452ceb,2013-01,E01000293,Burglary,Underhill
2145,5f5ac71e271cf5914479dd226bd224b561ac1af3d01638acb374d512cbced31d,2013-01,E01000167,Burglary,East Barnet
2149,7761c893f773db6f2101a328ae872a9893a97854c0f05c76426c77bf321b0ded,2013-01,E01000246,Burglary,High Barnet
2150,8d6bec01fd3f831a170f8afe34b0812fb691777350dead0dc7c9ea605d6ad19b,2013-01,E01000246,Burglary,High Barnet
2154,0e4f78c378677df5ebc34add4eff993dceeae072d1dc62f179e6375ebe05eab2,2013-01,E01000247,Burglary,High Barnet
2155,e1b44d86c0513e37cb6da202448b7f26dca91a7ab09d7be2981a774612c955f0,2013-01,E01000247,Burglary,High Barnet
2156,4c20ba7e8da5f6ab101335961b36a7c6857cc9c1020f92b34db1d60e8fe47022,2013-01,E01000247,Burglary,High Barnet
2157,5bbbd6f27e8bccb5a22a67d4a0f975bd97f8fc618bd5b49427bd05db42f5f474,2013-01,E01000247,Burglary,High Barnet
2158,cb862cc89aa2fa8193264b7aa6374d871b8c1b7393c63b3a964047fd07c5ae32,2013-01,E01000247,Burglary,High Barnet
2159,64aec257111d1d2bba418938c92871c1323a2748f1291cf6855b0f20a796d075,2013-01,E01000247,Burglary,High Barnet
2160,15c68e142dabfdc7347d58855ca6f1ae10daccf65b4e73a2fa457437b96ad520,2013-01,E01000247,Burglary,High Barnet
2161,46a0bad2ca308e6c60eaeef02502f6b70428a13df49165be3520b3777763f5bf,2013-01,E01000247,Burglary,High Barnet
2170,87d726c18afbae97738235c3c2751053d6e7b8b68c6a92a39b4a66376afc0dd3,2013-01,E01000251,Burglary,High Barnet
2171,36b507af073c084edb41ff9393fd335267e89b5f3bf258d26955934e848b24d8,2013-01,E01000251,Burglary,High Barnet
2172,07a1cc2559e30d5b7d9746347438b15e424f3f6d1d1d65b80c2fbf25a8bb5df3,2013-01,E01000251,Burglary,High Barnet
2173,79fd8efcd36613b0a0e9cf147b98acd4d9a94a1dcbf6c68283a7c411a71fd0a6,2013-01,E01000251,Burglary,High Barnet
2174,105a8021872ae4018a0a80cfc0ee2e8f59a68c135559479792dca9c8edf0ab2e,2013-01,E01000251,Burglary,High Barnet
2175,32a1fa736075762c30741451944bf6cff15c3ae9ab792a86bad7b4b5e4261109,2013-01,E01000251,Burglary,High Barnet
2176,4c6bdaf08d595bad138f92b5213b8db79bf3b1ed29c3aa441f2a80f8d252989b,2013-01,E01000251,Burglary,High Barnet
2184,54f0d4fd2fb7bab2ba58714d2a580eb33796b71dcd0193518a2dc2ee136283ef,2013-01,E01000252,Burglary,High Barnet
2185,0ba8b1792214be9d0a98809c8b218b4f97612f63642a4f0186f292640cd4324e,2013-01,E01000252,Burglary,High Barnet
2191,8a994c75b4cdb30bc3214bdfb29b1d6a23b801a8438e2d5103d05eb0cab39d71,2013-01,E01000166,Burglary,East Barnet
2192,01273a572a65913fe6c305f3bf730cdefa53b94473918b9facf79c41ff89aa80,2013-01,E01000166,Burglary,East Barnet
2195,b905a97d9ae67c6fb85f5ac37d9467c8cca7694b9845b1a0a38a215f4d685f22,2013-01,E01000168,Burglary,East Barnet
2196,ed9700da3e9b879123879a7be0ea5b56f90f19568d557f959f7d3d4ae74f285f,2013-01,E01000168,Burglary,East Barnet
2200,0eea88c74335046b09147e7c1590e0fb93c928e9faf2d7eb52743342cbc26a8e,2013-01,E01000169,Burglary,East Barnet
2201,312e47065b7e76c91e70328fbb5edcdb97ebf63591bf4d632ae3faa72d13e6d9,2013-01,E01000169,Burglary,East Barnet
2202,49939fdeb412ed838ebd07dd25bb21d2fc59614867611f3260ceb97f498ffb14,2013-01,E01000169,Burglary,East Barnet
2207,ba09e0487f85accd23fb22654318648e1fd7d926fbaf51dc30dfd25ea3890e6c,2013-01,E01000172,Burglary,East Barnet
2220,a64a5c782173ef5487822ec81b85a855f84a8e5b108afb2a87de2cc8ce22f506,2013-01,E01000285,Burglary,Underhill
2221,cac821f99b4d8560d7fc05a87b95e5b481c743c84f6558dbf684a224eaddb84d,2013-01,E01000285,Burglary,Underhill
2222,9c9da4686fc7ad1313ee763a0fe9c6f8e77182126de4a1ae285c0568f89c27ec,2013-01,E01000285,Burglary,Underhill
2231,584402ca29b7278a5eccb44ca4528dbbfa7790cb797da198149507f84b37fdf0,2013-01,E01000287,Burglary,Underhill
